,YAD,AECI,HST,TAL,DUK,FPC,CPLE,CPLW,EEI,FPL,GRID,ISNE,JEA,LGEE,MISO,NSB,NYISO,NWMT,OVEC,PJM,AEC,PNM,SEC,SC,SEPA,SOCO,SWPP,SPA,TEC,TVA,WACM,WAUW,NB,ERCOT
0,,,,0,0,0,25,0,,0,,0,0,0,0,,0,0,0,4,,0,0,1,,0,20,,0,0,0,,,
1,,,,0,0,0,23,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,0,,0,0,0,,,
2,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,4,,0,0,1,,0,0,,0,0,0,,,
3,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,0,,0,0,0,,,
4,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,0,,0,0,0,,,
5,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,0,,0,0,0,,0,0
6,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,0,,0,0,0,,0,0
7,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,0,,0,0,0,,0,0
8,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,0,,0,0,0,,0,0
9,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,0,,0,0,0,,0,0
10,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,0,,0,0,0,,0,0
11,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,0,,0,0,0,,0,0
12,,,,0,11,0,0,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,0,,0,0,0,,0,0
13,,,,0,53,0,36,0,,0,,0,0,0,0,,0,0,0,45,,0,0,0,,0,0,,4,0,0,,0,0
14,,,,0,93,0,158,0,,0,,2,5,0,2,,0,0,0,106,,0,0,0,,46,0,,54,5,0,,0,0
15,,,,0,146,2,263,0,,0,,8,14,0,27,,0,0,0,243,,0,1,0,,179,0,,131,24,0,,0,0
16,,,,0,164,2,622,0,,0,,37,20,0,65,,0,0,0,305,,0,1,0,,276,2,,146,51,0,,0,0
17,,,,0,189,2,986,0,,0,,62,22,0,85,,0,0,0,343,,0,1,0,,389,10,,128,62,0,,0,0
18,,,,0,185,3,1044,0,,0,,55,22,0,91,,0,0,0,339,,0,1,0,,408,19,,139,52,0,,0,0
19,,,,0,169,3,836,0,,0,,47,22,0,97,,0,0,0,182,,0,1,0,,420,24,,139,54,0,,0,0
20,,,,0,165,3,499,0,,0,,28,19,0,91,,0,0,0,90,,0,1,1,,333,25,,155,38,0,,0,0
21,,,,0,126,2,340,0,,0,,10,15,0,74,,0,0,0,20,,0,1,1,,255,18,,136,26,0,,0,0
22,,,,0,32,1,119,0,,0,,1,7,0,42,,0,0,0,7,,0,0,0,,112,12,,71,19,0,,0,0
23,,,,0,2,0,18,0,,0,,0,0,0,13,,0,0,0,7,,0,0,1,,13,5,,5,2,0,,0,0
24,,,,0,0,0,17,0,,0,,0,0,0,0,,0,0,0,7,,0,0,0,,0,1,,0,0,0,,0,0
25,,,,0,0,0,18,0,,0,,0,0,0,0,,0,0,0,7,,0,0,2,,0,1,,0,0,0,,0,0
26,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,7,,0,0,0,,0,1,,0,0,0,,0,0
27,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,7,,0,0,0,,0,1,,0,0,0,,0,0
28,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,7,,0,0,0,,0,1,,0,0,0,,0,0
29,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,1,,0,0,0,,0,0
30,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,7,,0,0,0,,0,1,,0,0,0,,0,0
31,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,7,,0,0,0,,0,1,,0,0,0,,0,0
32,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,7,,0,0,0,,0,1,,0,0,0,,0,0
33,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,7,,0,0,0,,0,1,,0,0,0,,0,0
34,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,7,,0,0,0,,0,1,,0,0,0,,0,0
35,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,7,,0,0,0,,0,0,,0,0,0,,0,0
36,,,,0,12,0,0,0,,0,,0,0,0,0,,0,0,0,7,,0,0,0,,0,0,,0,0,0,,0,0
37,,,,0,54,0,37,0,,0,,1,0,0,0,,0,0,0,52,,0,0,0,,2,0,,6,0,0,,0,0
38,,,,0,102,0,240,0,,0,,20,6,0,0,,0,0,0,119,,0,0,0,,50,0,,53,0,0,,0,0
39,,,,0,124,1,542,0,,0,,53,14,0,5,,0,0,0,199,,0,1,0,,147,2,,80,5,0,,0,0
40,,,,0,175,2,846,0,,0,,80,18,0,20,,0,0,0,310,,0,1,0,,201,23,,134,8,0,,0,0
41,,,,0,159,3,963,0,,0,,82,20,0,43,,0,0,0,284,,0,1,0,,338,33,,127,14,0,,0,0
42,,,,0,144,2,745,0,,0,,86,16,0,59,,0,0,0,226,,0,1,0,,317,47,,125,15,0,,0,0
43,,,,0,143,2,665,0,,0,,72,19,0,45,,0,0,0,148,,0,1,0,,260,51,,127,17,0,,0,0
44,,,,0,115,3,432,0,,0,,36,13,0,45,,0,0,0,90,,0,1,1,,242,53,,128,8,0,,0,0
45,,,,0,89,14,212,0,,0,,10,10,0,41,,0,0,0,8,,0,1,0,,175,45,,126,4,0,,0,0
46,,,,0,31,11,76,0,,0,,1,4,0,27,,0,0,0,4,,0,1,0,,89,34,,76,3,0,,0,0
47,,,,0,0,2,24,0,,0,,0,0,0,5,,0,0,0,4,,0,0,1,,7,34,,6,0,0,,0,0
48,,,,0,0,0,23,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,23,,0,0,0,,0,0
49,,,,0,0,0,22,0,,0,,0,0,0,0,,0,0,0,4,,0,0,1,,0,0,,0,0,0,,0,0
50,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,0,,0,0,0,,0,0
51,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,0,,0,0,0,,0,0
52,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,0,,0,0,0,,0,0
53,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,7,,0,0,0,,0,0,,0,0,0,,0,0
54,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,0,,0,0,0,,0,0
55,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,0,,0,0,0,,0,0
56,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,0,,0,0,0,,0,0
57,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,0,,0,0,0,,0,0
58,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,0,,0,0,0,,0,0
59,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,0,,0,0,0,,0,0
60,,,,0,12,0,0,0,,0,,0,0,0,0,,0,0,0,4,,0,0,0,,0,0,,0,0,0,,0,0
61,,,,0,53,1,24,0,,0,,0,0,0,0,,0,0,0,12,,0,0,0,,1,0,,2,0,0,,0,0
62,,,,0,93,11,74,0,,0,,1,5,0,0,,0,0,0,58,,0,0,0,,39,0,,28,0,0,,0,0
