name,typ,node,maxcap,heat_rate,mincap,var_om,no_load,st_cost,ramp,minup,mindn
HARTWELL,ngcc,bus_22841,780.0,6.0869589765,188.27000000000004,4,2340.0,54600.0,257.40000000000003,12,12
SANDERSVILLE,ngcc,bus_22841,795.6,6.8633734012500005,298.36,4,2386.8,55692.0,262.548,12,12
WARTHEN,ngcc,bus_22841,691.98,5.4808908071666655,133.45999999999998,4,2075.94,48438.6,228.35340000000002,12,12
HAMLET_60,ngcc,bus_21658,1042.5,6.839907167600001,394.42,4,3127.5,72975.0,344.02500000000003,12,12
MYRTLEBEACH,oil,bus_19826,111.5,0.6005,25.75,8,334.5,7805.0,111.5,1,1
GOLDSBORO_61,ngcc,bus_21688,230.0,6.802973978,47.71,4,690.0,16100.0,75.9,12,12
CANTON,coal,bus_31065,52.5,0.0,17.26,4,157.5,3675.0,17.325,12,12
ARDEN_62,ngcc,bus_31065,423.5,6.886313409,115.01,4,1270.5,29645.0,139.755,12,12
ROGERSVILLE_63,ngcc,bus_31065,747.66,7.540210637333334,303.54,4,2242.98,52336.2,246.7278,12,12
KINGSTON_64,coal,bus_31065,1416.65,14.590311452,332.47,4,4249.950000000001,99165.5,467.4945000000001,12,12
KYLESFORD,oil,bus_31065,22.020000000000003,0.0,5.65,8,66.06,1541.4000000000003,22.020000000000003,1,1
CLINTON,coal,bus_31065,950.0,0.0,237.91,4,2850.0,66500.0,313.5,12,12
BELMONT,coal,bus_20683,1155.0,10.001333672000001,343.04,4,3465.0,80850.0,381.15000000000003,12,12
STANLEY,ngcc,bus_22266,1753.62,7.531965288333335,506.97,4,5260.86,122753.4,578.6946,12,12
BEECHISLAND,ngcc,bus_24484,758.8799999999999,5.211461272888888,147.33,4,2276.6399999999994,53121.59999999999,250.43039999999996,12,12
WRENS,oil,bus_24484,8.2,0.0126,3.4,8,24.599999999999998,574.0,8.2,1,1
HILTONHEADISLAND,oil,bus_25615,117.9,1.1213333333333333,33.52,8,353.70000000000005,8253.0,117.9,1,1
HARDEEVILLE,oil,bus_25615,1018.0200000000003,5.859516273999999,287.9000000000001,8,3054.060000000001,71261.40000000002,1018.0200000000003,1,1
SAVANNAH,coal,bus_25615,380.88000000000005,1.4296614744,97.54999999999998,4,1142.64,26661.600000000002,125.69040000000003,12,12
RINCON,ngcc,bus_25615,1725.0299999999993,5.190472938,523.62,4,5175.089999999998,120752.09999999995,569.2598999999998,12,12
BRUNSWICK,oil,bus_25615,644.28,2.904833333333334,151.45999999999995,8,1932.84,45099.6,644.28,1,1
EASTDUBLIN,ngcc,bus_25615,37.1,4.832155477,8.5,4,111.30000000000001,2597.0,12.243,12,12
EASTOVER,coal,bus_23651,771.8,19.985265325,344.89,4,2315.3999999999996,54026.0,254.694,12,12
ORANGEBURG,ngcc,bus_23651,27.6,1.6062225281666669,10.260000000000002,4,82.80000000000001,1932.0,9.108,12,12
JENKINSVILLE,ngcc,bus_23651,1629.1999999999996,5.8512545872000015,528.97,4,4887.5999999999985,114043.99999999997,537.6359999999999,12,12
COPE,coal,bus_23651,417.3,20.36598493,149.5,4,1251.9,29211.0,137.709,12,12
LUGOFF,coal,bus_23651,30.0,5.403064382999999,9.18,4,90.0,2100.0,9.9,12,12
GASTON,ngcc,bus_23651,668.49,6.678594550333334,131.01,4,2005.47,46794.3,220.60170000000002,12,12
CROSS,coal,bus_23358,2390.08,6.7096867750000015,1031.56,4,7170.24,167305.6,788.7264,12,12
CHARLESTON,coal,bus_23358,99.2,9.271190916,29.39,4,297.6,6944.0,32.736000000000004,12,12
GOOSECREEK,coal,bus_23358,686.5,3.1389052846666665,276.27,4,2059.5,48055.0,226.54500000000002,12,12
NORTHCHARLESTON,ngcc,bus_23358,186.0,4.993522387333333,63.89,4,558.0,13020.0,61.38,12,12
UNION,oil,bus_23041,7.2,0.0,1.7399999999999998,8,21.6,504.0,7.2,1,1
ATLANTA,oil,bus_24135,24.719999999999995,0.036750000000000005,6.4099999999999975,8,74.15999999999998,1730.3999999999996,24.719999999999995,1,1
MONROE_66,ngcc,bus_24547,386.1,6.5040392649999985,145.25,4,1158.3000000000002,27027.0,127.41300000000001,12,12
CARTERSVILLE,coal,bus_24559,3498.6,31.44136905,600.36,4,10495.8,244902.0,1154.538,12,12
LITHONIA,oil,bus_23997,1.6,0.0,0.6000000000000001,8,4.800000000000001,112.0,1.6,1,1
ATLANTA_67,oil,bus_24126,2.88,0.010333333333333332,0.95,8,8.64,201.6,2.88,1,1
SMYRNA_68,ngcc,bus_24280,83.6,4.86713587,41.05,4,250.79999999999998,5852.0,27.588,12,12
ALPHARETTA,oil,bus_24267,10.8,0.04916666666666666,2.65,8,32.400000000000006,756.0,10.8,1,1
SMYRNA_69,ngcc,bus_24586,2520.0,7.366677580833334,574.22,4,7560.0,176400.0,831.6,12,12
NICHOLSON,ngcc,bus_23786,919.02,6.0168627215,212.28,4,2757.06,64331.4,303.27660000000003,12,12
ATHENS_70,oil,bus_23786,6.92,0.0,2.09,8,20.759999999999998,484.4,6.92,1,1
GADSDEN,coal,bus_23875,138.0,4.3042704625,40.46,4,414.0,9660.0,45.54,12,12
STEVENSON,coal,bus_23875,1125.0,12.590323595,371.87,4,3375.0,78750.0,371.25,12,12
ALBERTVILLE,oil,bus_23875,4.0,0.031125,1.49,8,12.0,280.0,4.0,1,1
EASTABOGA,ngcc,bus_23875,748.0,6.397443452999999,267.09000000000003,4,2244.0,52360.0,246.84,12,12
ROOPVILLE,oil,bus_24014,52.8,1.4625,13.54,8,158.39999999999998,3696.0,52.8,1,1
CEDARTOWN,ngcc,bus_24014,570.0,5.9178033127499985,176.45000000000005,4,1710.0,39900.0,188.10000000000002,12,12
FRANKLIN_71,ngcc,bus_24014,1602.69,6.285087848777777,417.08,4,4808.07,112188.3,528.8877,12,12
ALPHARETTA_72,oil,bus_23938,7.98,0.04016666666666666,2.68,8,23.94,558.6,7.98,1,1
MILLEDGEVILLE,coal,bus_25572,1387.1999999999996,13.591204333333332,313.0499999999999,4,4161.5999999999985,97103.99999999997,457.7759999999999,12,12
BACONTON,ngcc,bus_25572,181.5,5.04312455,59.53,4,544.5,12705.0,59.895,12,12
ATLANTA_73,oil,bus_24120,17.900000000000006,0.0,4.72,8,53.70000000000002,1253.0000000000005,17.900000000000006,1,1
MONROE_74,ngcc,bus_24348,903.0999999999997,4.949283110625,308.87,4,2709.2999999999993,63216.99999999998,298.0229999999999,12,12
FORSYTH,ngcc,bus_25556,242.0,5.7448732775,110.76,4,726.0,16940.0,79.86,12,12
JULIETTE,coal,bus_25556,3564.0,15.9479994275,811.8000000000002,4,10692.0,249480.0,1176.1200000000001,12,12
KATHLEEN,ngcc,bus_25556,323.01,5.5891894660000006,148.54999999999995,4,969.03,22610.7,106.5933,12,12
BOXSPRINGS,ngcc,bus_25556,726.0,5.5509524205,234.58,4,2178.0,50820.0,239.58,12,12
SANDERSVILLE_75,oil,bus_25556,3.4,0.024,0.92,8,10.2,238.0,3.4,1,1
WARNERROBINS,ngcc,bus_25556,183.8,5.204636044,29.36,4,551.4000000000001,12866.0,60.654,12,12
NEWNAN,coal,bus_24759,1487.2800000000002,11.271230936666667,431.35,4,4461.84,104109.60000000002,490.8024000000001,12,12
ROOPVILLE_76,coal,bus_24782,1904.0,16.248357425,530.76,4,5712.0,133280.0,628.32,12,12
ALBANY_77,coal,bus_29998,252.8,0.6753750000000001,56.92,4,758.4000000000001,17696.0,83.424,12,12
WARWICK,coal,bus_29998,34.7,0.0,7.2,4,104.10000000000001,2429.0,11.451000000000002,12,12
BAINBRIDGE,oil,bus_29998,80.0,1.09125,19.43,8,240.0,5600.0,80.0,1,1
BACONTON_78,ngcc,bus_29998,99.6,4.861490407,30.54,4,298.79999999999995,6972.0,32.868,12,12
TALLAHASSEE,ngcc,bus_29998,163.32,4.81982772225,39.75,4,489.96,11432.4,53.8956,12,12
SAINTMARKS,ngcc,bus_29998,247.0,5.5810082435,86.53999999999998,4,741.0,17290.0,81.51,12,12
DOTHAN,oil,bus_29998,8.58,0.02283333333333333,3.08,8,25.740000000000002,600.6,8.58,1,1
GANTT,ngcc,bus_29998,654.0,5.4074795453333335,146.27,4,1962.0,45780.0,215.82000000000002,12,12
FRANKLIN_79,ngcc,bus_25542,1239.0,6.696787116166668,312.99,4,3717.0,86730.0,408.87,12,12
VALDOSTA,oil,bus_24960,3.4,0.0,1.44,8,10.2,238.0,3.4,1,1
LIVEOAK,oil,bus_24960,208.2,1.5734827805,59.47,8,624.5999999999999,14574.0,208.2,1,1
KINGSBAY,oil,bus_26276,30.0,0.0,10.22,8,90.0,2100.0,30.0,1,1
JACKSONVILLE,oil,bus_26276,2301.3,3.3989362025625,859.1100000000001,8,6903.900000000001,161091.0,2301.3,1,1
FERNANDINABEACH,coal,bus_26276,118.4,0.0,44.78,4,355.20000000000005,8288.0,39.072,12,12
WAYNESBORO,oil,bus_25710,2641.18,3.74,460.69,8,7923.539999999999,184882.59999999998,2641.18,1,1
FRANKLIN_80,ngcc,bus_24057,1099.2,6.312181918333333,371.32,4,3297.6000000000004,76944.0,362.73600000000005,12,12
CUSSETA,ngcc,bus_25436,25.0,0.0,7.01,4,75.0,1750.0,8.25,12,12
RINCON_81,ngcc,bus_25769,1376.5800000000004,6.976713598833332,441.76,4,4129.740000000002,96360.60000000002,454.27140000000014,12,12
BACONTON_82,ngcc,bus_26996,60.5,5.039606665,27.1,4,181.5,4235.0,19.965,12,12
COCOA,ngcc,bus_26996,994.4,6.6010031842000005,320.29,4,2983.2,69608.0,328.152,12,12
JACKSONVILLE_83,ngcc,bus_26996,598.11,6.764814121666666,255.61,4,1794.33,41867.700000000004,197.37630000000001,12,12
DEBARY,oil,bus_26996,2893.620000000001,5.7249646915833345,948.64,8,8680.860000000002,202553.40000000005,2893.620000000001,1,1
NEWSMYRNABEACH,oil,bus_26996,48.0,0.6777500000000001,13.19,8,144.0,3360.0,48.0,1,1
GAINESVILLE_84,ngcc,bus_26996,673.89,3.9125044556999997,220.93,4,2021.67,47172.299999999996,222.3837,12,12
INTERCESSIONCITY,ngcc,bus_26996,805.0199999999999,4.790751059833333,299.49,4,2415.0599999999995,56351.399999999994,265.65659999999997,12,12
UMATILLA,ngcc,bus_26996,138.29,0.0,42.18,4,414.87,9680.3,45.6357,12,12
LIVEOAK_85,ngcc,bus_26996,122.4,4.9754534564999995,28.87,4,367.20000000000005,8568.0,40.392,12,12
AUBURNDALE,ngcc,bus_26996,644.1899999999998,6.6274769199999986,174.09,4,1932.5699999999995,45093.29999999999,212.58269999999996,12,12
MILTON,ngcc,bus_25864,288.6,3.2885132397999994,107.75,4,865.8000000000001,20202.0,95.23800000000001,12,12
PENSACOLA,coal,bus_25864,1135.08,11.3328091825,462.26,4,3405.24,79455.59999999999,374.5764,12,12
CANTONMENT,ngcc,bus_25864,115.67,3.7260981749,21.0,4,347.01,8096.900000000001,38.1711,12,12
SAINTMARKS_86,ngcc,bus_25917,30.0,2.3283859,10.78,4,90.0,2100.0,9.9,12,12
TALLAHASSEE_87,ngcc,bus_25917,273.9,5.9551274995000005,85.37,4,821.6999999999999,19173.0,90.387,12,12
PANAMACITY,oil,bus_25806,41.8,0.966,4.33,8,125.39999999999999,2926.0,41.8,1,1
SNEADS,coal,bus_25831,98.0,0.0,43.36,4,294.0,6860.0,32.34,12,12
PANAMACITY_88,ngcc,bus_25813,959.71,8.312192279400001,265.6,4,2879.13,67179.7,316.70430000000005,12,12
COCOA_89,ngcc,bus_26854,1295.0,8.0607735845,429.6,4,3885.0,90650.0,427.35,12,12
TITUSVILLE,ngcc,bus_26854,951.8,5.892283510714287,290.48,4,2855.3999999999996,66626.0,314.094,12,12
ORLANDO,oil,bus_26579,1040.49,5.606612560833334,339.1500000000001,8,3121.4700000000003,72834.3,1040.49,1,1
DADECITY,ngcc,bus_26364,141.3,3.2766357923333334,59.06,4,423.90000000000003,9891.0,46.629000000000005,12,12
SPRINGHILL,ngcc,bus_26364,541.2,6.358404436,160.24,4,1623.6000000000001,37884.0,178.59600000000003,12,12
SEBRING,oil,bus_26364,38.4,0.0,12.41,8,115.19999999999999,2688.0,38.4,1,1
AUBURNDALE_90,ngcc,bus_26364,138.29999999999998,1.9398833556666668,46.49,4,414.9,9680.999999999998,45.638999999999996,12,12
HOLIDAY,ngcc,bus_26364,1112.4,10.107341915,198.42,4,3337.2000000000003,77868.0,367.09200000000004,12,12
MULBERRY,ngcc,bus_26364,703.2,6.316124595,219.49,4,2109.6000000000004,49224.0,232.05600000000004,12,12
LAKELAND,oil,bus_26364,418.98,1.6004555930000002,84.61,8,1256.94,29328.600000000002,418.98,1,1
BOWLINGGREEN,ngcc,bus_26364,1071.01,5.489748939099998,329.6500000000001,4,3213.0299999999997,74970.7,353.43330000000003,12,12
BARTOW,ngcc,bus_26364,203.99,4.0635015394,61.78,4,611.97,14279.300000000001,67.31670000000001,12,12
WAUCHULA,ngcc,bus_26364,728.0,6.2525702562499985,195.58,4,2184.0,50960.0,240.24,12,12
SAINTCLOUD,ngcc,bus_26364,600.0,6.464088252333332,146.44,4,1800.0,42000.0,198.0,12,12
INTERCESSIONCITY_91,oil,bus_26928,977.1,2.654949521666667,291.6500000000001,8,2931.3,68397.0,977.1,1,1
ORLANDO_92,ngcc,bus_26557,192.4,1.8714879063333327,60.39,4,577.2,13468.0,63.492000000000004,12,12
DEBARY_93,ngcc,bus_26790,345.0,5.531721288,123.22,4,1035.0,24150.0,113.85000000000001,12,12
DELTONA,oil,bus_26790,180.8,1.308875,53.99,8,542.4000000000001,12656.0,180.8,1,1
ORLANDO_94,coal,bus_26934,929.0,20.423264385,156.07,4,2787.0,65030.0,306.57,12,12
JACKSONVILLE_95,coal,bus_26948,1358.0,13.40926944,433.0,4,4074.0,95060.0,448.14000000000004,12,12
JACKSONVILLE_96,ngcc,bus_26314,380.8,6.4990790810000005,98.78,4,1142.4,26656.0,125.66400000000002,12,12
CRYSTALRIVER,coal,bus_27051,2442.72,19.0516769475,696.87,4,7328.16,170990.4,806.0975999999999,12,12
SUMMERLANDKEY,oil,bus_27741,126.48,0.3705833333333333,25.950000000000006,8,379.44,8853.6,126.48,1,1
HOMESTEAD,ngcc,bus_27741,3700.779999999999,5.316444998733333,1287.03,4,11102.339999999997,259054.59999999992,1221.2573999999997,12,12
MARATHON,oil,bus_27741,22.020000000000003,0.10075,5.489999999999998,8,66.06,1541.4000000000003,22.020000000000003,1,1
PARRISH,ngcc,bus_28530,2951.2,11.047798343142855,612.0600000000002,4,8853.599999999999,206584.0,973.896,12,12
BRADENTON,ngcc,bus_28530,46.8,4.839105118,14.04,4,140.39999999999998,3276.0,15.443999999999999,12,12
APOLLOBEACH,ngcc,bus_28530,62.0,5.0414651,24.5,4,186.0,4340.0,20.46,12,12
VEROBEACH,ngcc,bus_27859,125.4,3.5769969619999995,31.71,4,376.20000000000005,8778.0,41.382000000000005,12,12
LAKEWORTH,ngcc,bus_27859,98.7,0.5630932826666667,30.320000000000004,4,296.1,6909.0,32.571000000000005,12,12
INDIANTOWN,ngcc,bus_27859,2448.48,8.807106988,701.4300000000002,4,7345.4400000000005,171393.6,807.9984000000001,12,12
FORTPIERCE,ngcc,bus_27859,411.4,6.8244233075,126.4,4,1234.1999999999998,28798.0,135.762,12,12
NORTHFORTMYERS,oil,bus_28202,2827.5200000000004,5.6639532385714295,914.19,8,8482.560000000001,197926.40000000002,2827.5200000000004,1,1
ARCADIA,ngcc,bus_28202,398.8,6.530442868500001,99.11,4,1196.4,27916.0,131.604,12,12
LAKEWALES,ngcc,bus_27377,10.7,0.0,3.46,4,32.099999999999994,749.0,3.531,12,12
BOWLINGGREEN_97,ngcc,bus_27377,258.0,5.172072638,79.65,4,774.0,18060.0,85.14,12,12
MULBERRY_98,coal,bus_27377,326.3,11.145682575,147.42000000000004,4,978.9000000000001,22841.0,107.679,12,12
BARTOW_99,ngcc,bus_27377,125.3,5.0512438125,48.1,4,375.9,8771.0,41.349000000000004,12,12
FORTMEADE,ngcc,bus_27377,278.1,5.754522401999999,79.44,4,834.3000000000001,19467.0,91.77300000000001,12,12
FORTLAUDERDALE,ngcc,bus_27157,1689.45,5.950656465090909,501.81,4,5068.35,118261.5,557.5185,12,12
TAMPA,ngcc,bus_27446,285.4000000000001,3.3503460641666667,70.64,4,856.2000000000003,19978.000000000007,94.18200000000003,12,12
INDIANTOWN_100,coal,bus_28279,2264.4,20.334166666666665,926.66,4,6793.200000000001,158508.0,747.2520000000001,12,12
SAINTPETERSBURG,ngcc,bus_27975,1702.6000000000006,4.267697745230769,442.07,4,5107.800000000002,119182.00000000004,561.8580000000002,12,12
WESTPALMBEACH,ngcc,bus_28254,1295.0,7.574903884249999,270.59000000000003,4,3885.0,90650.0,427.35,12,12
TAMPA_101,ngcc,bus_27432,1681.35,6.829226529166667,617.4100000000002,4,5044.049999999999,117694.5,554.8455,12,12
FORTLAUDERDALE_102,ngcc,bus_28312,173.73,6.3442180210000005,68.69,4,521.1899999999999,12161.099999999999,57.3309,12,12
APOLLOBEACH_103,coal,bus_28368,1822.52,0.0,457.85,4,5467.5599999999995,127576.4,601.4316,12,12
OLDSMAR,ngcc,bus_27411,153.2,4.8145108510000005,47.99,4,459.59999999999997,10724.0,50.556,12,12
TAMPA_104,ngcc,bus_28452,335.73,7.913793103,91.49,4,1007.19,23501.100000000002,110.79090000000001,12,12
BARTOW_105,ngcc,bus_28470,2262.48,8.470545168166668,720.54,4,6787.4400000000005,158373.6,746.6184000000001,12,12
FORTLAUDERDALE_106,ngcc,bus_27120,410.4,5.011229049833333,108.5,4,1231.1999999999998,28728.0,135.432,12,12
LOXAHATCHEE,ngcc,bus_28512,4263.0,5.9869694566666665,1344.32,4,12789.0,298410.0,1406.79,12,12
BILLINGSLEY,ngcc,bus_29737,1866.48,6.8920664328750005,519.38,4,5599.4400000000005,130653.6,615.9384,12,12
SELMA,ngcc,bus_29737,186.2,0.0,58.52,4,558.5999999999999,13034.0,61.446,12,12
ALEXANDERCITY,ngcc,bus_29737,822.81,7.4139244589999995,249.39,4,2468.43,57596.7,271.52729999999997,12,12
SYLACAUGA,ngcc,bus_29737,98.6,2.4294582395,24.79,4,295.79999999999995,6902.0,32.538,12,12
PRATTVILLE,ngcc,bus_29737,1086.65,6.686743279000001,276.21000000000004,4,3259.9500000000003,76065.5,358.59450000000004,12,12
LOWNDESBORO,ngcc,bus_29737,97.0,0.0,29.05,4,291.0,6790.0,32.01,12,12
LEROY,coal,bus_29691,537.99,10.717812773333334,121.97,4,1613.97,37659.3,177.53670000000002,12,12
MCINTOSH,ngcc,bus_29691,566.0,5.78292477325,176.64999999999995,4,1698.0,39620.0,186.78,12,12
BUCKS,coal,bus_29691,2841.5199999999986,9.68447227418182,922.81,4,8524.559999999996,198906.3999999999,937.7015999999996,12,12
JACKSON,ngcc,bus_29691,18.0,0.0,6.39,4,54.0,1260.0,5.94,12,12
THEODORE,ngcc,bus_29691,317.4,5.757956475,61.28,4,952.1999999999999,22218.0,104.742,12,12
WILSONVILLE,oil,bus_29180,21.2,0.0,7.5,8,63.599999999999994,1484.0,21.2,1,1
CHILDERSBURG,ngcc,bus_29180,12.5,0.0,3.64,4,37.5,875.0,4.125,12,12
THEODORE_107,ngcc,bus_29396,12.0,0.0,2.16,4,36.0,840.0,3.96,12,12
CODEN,ngcc,bus_29396,3.4,0.0,1.66,4,10.2,238.0,1.122,12,12
MOBILE,ngcc,bus_29396,280.0,5.8521318785,91.84,4,840.0,19600.0,92.4,12,12
DEMOPOLIS,coal,bus_29727,1288.4,8.070388007125,486.46,4,3865.2000000000003,90188.0,425.172,12,12
WILSONVILLE_108,coal,bus_29747,2012.8,19.688438658000003,532.02,4,6038.4,140896.0,664.224,12,12
GRAYSVILLE,coal,bus_29755,2822.0,7.1800914025,883.98,4,8466.0,197540.0,931.26,12,12
DECATUR,ngcc,bus_29767,900.0,6.8157106815,205.05,4,2700.0,63000.0,297.0,12,12
PARRISH_109,coal,bus_29948,1416.6999999999996,14.958903728,439.2,4,4250.0999999999985,99168.99999999997,467.5109999999999,12,12
HOLLYWOOD,oil,bus_23865,14.0,0.0,4.94,8,42.0,980.0,14.0,1,1
PRATTVILLE_110,ngcc,bus_29810,217.33,6.410413476,34.52,4,651.99,15213.1,71.7189,12,12
MCINTOSH_111,ngcc,bus_25844,232.5,5.060832738333333,42.13,4,697.5,16275.0,76.72500000000001,12,12
SMITHSSTATION,ngcc,bus_29860,2098.72,7.419318770249999,637.3899999999999,4,6296.16,146910.4,692.5776,12,12
TUSCUMBIA,ngcc,bus_29983,1825.98,8.036478341181821,612.8299999999998,4,5477.9400000000005,127818.6,602.5734,12,12
NEWALBANY,ngcc,bus_29983,427.2,5.1051876725000005,161.98000000000005,4,1281.6,29904.0,140.976,12,12
DECATUR_112,ngcc,bus_30012,902.4,6.86457789575,217.37,4,2707.2,63168.0,297.79200000000003,12,12
GULFPORT,coal,bus_60768,1215.5,3.461928176,342.24,4,3646.5,85085.0,401.115,12,12
GAUTIER,ngcc,bus_60768,1132.38,6.4513219610000005,317.93000000000006,4,3397.1400000000003,79266.6,373.6854000000001,12,12
